Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,Season,Prev_Season,Market_Value_Home,Market_Value_Away,Strength_Rank_Based_Home,Pythagorean_Exp_Home,Avg_Goals_Scored_Home,Home_Dependency_Home,Strength_Rank_Based_Away,Pythagorean_Exp_Away,Avg_Goals_Scored_Away,Home_Dependency_Away,Target,Log_Market_Value_Home,Log_Market_Value_Away,Avg_Shots_Target_Home,Avg_Corners_Home,Avg_Cards_Home,Avg_Shots_Target_Away,Avg_Corners_Away,Avg_Cards_Away
F1,21/08/10,00:00,RC Lens,AS Monaco,2.0,2.0,D,0.0,1.0,A,23.0,7.0,6.0,2.0,7.0,0.0,3.0,20.0,1.0,5.0,0.0,0.0,10-11,09-10,45.6,75.4,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.5,3.8416005411316,4.335982696172475,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,21/08/10,00:00,Olympique Lyon,Stade Brestois 29,1.0,0.0,H,1.0,0.0,H,13.0,18.0,7.0,3.0,6.0,6.0,15.0,19.0,1.0,3.0,0.0,0.0,10-11,09-10,190.25,34.1,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,1.0,5.253581472706645,3.55820113047182,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,21/08/10,00:00,Olympique Marseille,FC Lorient,2.0,0.0,H,1.0,0.0,H,16.0,12.0,6.0,5.0,5.0,3.0,19.0,15.0,2.0,3.0,0.0,0.0,10-11,09-10,167.9,62.75,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,1.0,5.129306823813755,4.154969184038536,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,21/08/10,00:00,OGC Nice,AS Nancy-Lorraine,1.0,1.0,D,1.0,0.0,H,9.0,13.0,4.0,6.0,3.0,3.0,12.0,17.0,1.0,3.0,0.0,1.0,10-11,09-10,63.5,52.65,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.5,4.1666652238017265,3.9824814690767076,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,21/08/10,00:00,Stade Rennais FC,AS Saint-Étienne,0.0,0.0,D,0.0,0.0,D,19.0,9.0,2.0,2.0,5.0,0.0,18.0,19.0,2.0,2.0,0.0,0.0,10-11,09-10,108.95,72.05,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.5,4.70002571700077,4.291144138196708,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,21/08/10,00:00,FC Toulouse,AC Arles-Avignon,2.0,1.0,H,1.0,0.0,H,8.0,8.0,3.0,3.0,5.0,1.0,22.0,15.0,3.0,2.0,0.0,0.0,10-11,09-10,80.63,19.95,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,1.0,4.402196841463264,3.0421386463681466,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,22/08/10,00:00,Montpellier HSC,SM Caen,0.0,0.0,D,0.0,0.0,D,19.0,2.0,5.0,0.0,4.0,1.0,17.0,23.0,2.0,2.0,0.0,0.0,10-11,09-10,51.35,36.1,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.5,3.9579519373165457,3.6136169696133895,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,22/08/10,00:00,Paris Saint-Germain,FC Girondins Bordeaux,1.0,2.0,A,0.0,0.0,D,15.0,10.0,6.0,4.0,6.0,5.0,11.0,16.0,1.0,5.0,0.0,0.0,10-11,09-10,100.2,123.65,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.0,4.617098756853365,4.825509809969567,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,22/08/10,00:00,FC Sochaux-Montbéliard,LOSC Lille,0.0,0.0,D,0.0,0.0,D,9.0,17.0,1.0,7.0,3.0,6.0,12.0,11.0,1.0,2.0,0.0,0.0,10-11,09-10,60.1,127.4,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.5,4.11251186617755,4.855150391255861,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,28/08/10,00:00,AC Arles-Avignon,Stade Rennais FC,0.0,1.0,A,0.0,1.0,A,12.0,7.0,4.0,1.0,6.0,1.0,11.0,16.0,1.0,1.0,0.0,0.0,10-11,09-10,19.95,108.95,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.0,3.0421386463681466,4.70002571700077,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,28/08/10,00:00,SM Caen,Stade Brestois 29,0.0,2.0,A,0.0,0.0,D,7.0,16.0,1.0,4.0,6.0,6.0,22.0,17.0,4.0,2.0,1.0,0.0,10-11,09-10,36.1,34.1,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.0,3.6136169696133895,3.55820113047182,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,28/08/10,00:00,FC Lorient,Olympique Lyon,2.0,0.0,H,1.0,0.0,H,15.0,14.0,7.0,4.0,3.0,8.0,17.0,12.0,0.0,0.0,0.0,0.0,10-11,09-10,62.75,190.25,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,1.0,4.154969184038536,5.253581472706645,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,28/08/10,00:00,AS Nancy-Lorraine,FC Toulouse,0.0,2.0,A,0.0,0.0,D,16.0,13.0,5.0,6.0,5.0,3.0,22.0,17.0,4.0,2.0,0.0,0.0,10-11,09-10,52.65,80.63,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.0,3.9824814690767076,4.402196841463264,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,28/08/10,00:00,AS Saint-Étienne,RC Lens,3.0,1.0,H,1.0,0.0,H,14.0,13.0,6.0,6.0,3.0,6.0,19.0,18.0,1.0,1.0,1.0,0.0,10-11,09-10,72.05,45.6,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,1.0,4.291144138196708,3.8416005411316,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,28/08/10,00:00,Valenciennes FC,Montpellier HSC,0.0,1.0,A,0.0,1.0,A,9.0,15.0,2.0,5.0,5.0,1.0,19.0,16.0,3.0,1.0,0.0,0.0,10-11,09-10,57.45,51.35,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.0,4.068171687918078,3.9579519373165457,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,29/08/10,00:00,FC Girondins Bordeaux,Olympique Marseille,1.0,1.0,D,0.0,1.0,A,14.0,8.0,4.0,5.0,9.0,4.0,14.0,20.0,1.0,2.0,0.0,1.0,10-11,09-10,123.65,167.9,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.5,4.825509809969567,5.129306823813755,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,29/08/10,00:00,LOSC Lille,OGC Nice,1.0,1.0,D,0.0,1.0,A,17.0,7.0,5.0,3.0,18.0,3.0,13.0,25.0,0.0,5.0,0.0,0.0,10-11,09-10,127.4,63.5,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.5,4.855150391255861,4.1666652238017265,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,29/08/10,00:00,AS Monaco,AJ Auxerre,2.0,0.0,H,0.0,0.0,D,20.0,11.0,5.0,1.0,10.0,5.0,16.0,11.0,0.0,0.0,0.0,0.0,10-11,09-10,75.4,66.15,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,1.0,4.335982696172475,4.206928922969246,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,29/08/10,00:00,FC Sochaux-Montbéliard,Paris Saint-Germain,3.0,1.0,H,3.0,0.0,H,15.0,19.0,7.0,8.0,7.0,10.0,14.0,15.0,2.0,1.0,0.0,1.0,10-11,09-10,60.1,100.2,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,1.0,4.11251186617755,4.617098756853365,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,11/09/10,00:00,AJ Auxerre,SM Caen,1.0,1.0,D,1.0,0.0,H,11.0,12.0,5.0,2.0,1.0,5.0,18.0,16.0,0.0,3.0,0.0,0.0,10-11,09-10,66.15,36.1,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.5,4.206928922969246,3.6136169696133895,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,11/09/10,00:00,RC Lens,LOSC Lille,1.0,4.0,A,0.0,1.0,A,8.0,19.0,5.0,6.0,2.0,9.0,16.0,19.0,0.0,3.0,2.0,0.0,10-11,09-10,45.6,127.4,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.0,3.8416005411316,4.855150391255861,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,11/09/10,00:00,Olympique Lyon,Valenciennes FC,1.0,1.0,D,1.0,0.0,H,17.0,11.0,2.0,5.0,9.0,4.0,9.0,19.0,0.0,0.0,0.0,0.0,10-11,09-10,190.25,57.45,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.5,5.253581472706645,4.068171687918078,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,11/09/10,00:00,Montpellier HSC,AS Nancy-Lorraine,1.0,2.0,A,0.0,2.0,A,17.0,15.0,4.0,5.0,9.0,2.0,12.0,11.0,2.0,2.0,0.0,1.0,10-11,09-10,51.35,52.65,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.0,3.9579519373165457,3.9824814690767076,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,11/09/10,00:00,Paris Saint-Germain,AC Arles-Avignon,4.0,0.0,H,2.0,0.0,H,22.0,11.0,7.0,5.0,10.0,5.0,8.0,16.0,0.0,0.0,0.0,0.0,10-11,09-10,100.2,19.95,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,1.0,4.617098756853365,3.0421386463681466,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,11/09/10,00:00,Stade Rennais FC,FC Sochaux-Montbéliard,2.0,1.0,H,1.0,1.0,D,17.0,15.0,5.0,9.0,9.0,3.0,17.0,17.0,3.0,1.0,0.0,0.0,10-11,09-10,108.95,60.1,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,1.0,4.70002571700077,4.11251186617755,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,11/09/10,00:00,FC Toulouse,AS Saint-Étienne,0.0,1.0,A,0.0,1.0,A,11.0,9.0,0.0,3.0,3.0,3.0,16.0,13.0,2.0,2.0,0.0,0.0,10-11,09-10,80.63,72.05,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.0,4.402196841463264,4.291144138196708,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,12/09/10,00:00,Stade Brestois 29,FC Lorient,0.0,0.0,D,0.0,0.0,D,17.0,9.0,2.0,1.0,5.0,5.0,23.0,18.0,0.0,1.0,0.0,0.0,10-11,09-10,34.1,62.75,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.5,3.55820113047182,4.154969184038536,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,12/09/10,00:00,Olympique Marseille,AS Monaco,2.0,2.0,D,1.0,1.0,D,26.0,8.0,10.0,4.0,3.0,2.0,14.0,23.0,1.0,3.0,0.0,0.0,10-11,09-10,167.9,75.4,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.5,5.129306823813755,4.335982696172475,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,12/09/10,00:00,OGC Nice,FC Girondins Bordeaux,2.0,1.0,H,1.0,0.0,H,12.0,13.0,6.0,4.0,6.0,1.0,18.0,21.0,4.0,2.0,0.0,0.0,10-11,09-10,63.5,123.65,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,1.0,4.1666652238017265,4.825509809969567,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,18/09/10,00:00,AC Arles-Avignon,Olympique Marseille,0.0,3.0,A,0.0,2.0,A,16.0,15.0,6.0,8.0,9.0,3.0,14.0,12.0,2.0,1.0,0.0,0.0,10-11,09-10,19.95,167.9,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.0,3.0421386463681466,5.129306823813755,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,18/09/10,00:00,FC Lorient,SM Caen,0.0,1.0,A,0.0,1.0,A,18.0,13.0,4.0,4.0,4.0,1.0,12.0,17.0,1.0,2.0,0.0,0.0,10-11,09-10,62.75,36.1,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.0,4.154969184038536,3.6136169696133895,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,18/09/10,00:00,AS Monaco,FC Toulouse,0.0,0.0,D,0.0,0.0,D,9.0,10.0,2.0,5.0,2.0,5.0,13.0,14.0,4.0,2.0,0.0,0.0,10-11,09-10,75.4,80.63,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.5,4.335982696172475,4.402196841463264,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,18/09/10,00:00,AS Nancy-Lorraine,Stade Brestois 29,0.0,2.0,A,0.0,0.0,D,16.0,9.0,3.0,5.0,6.0,1.0,14.0,11.0,0.0,1.0,0.0,0.0,10-11,09-10,52.65,34.1,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.0,3.9824814690767076,3.55820113047182,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,18/09/10,00:00,FC Sochaux-Montbéliard,OGC Nice,4.0,0.0,H,1.0,0.0,H,24.0,11.0,12.0,7.0,9.0,4.0,17.0,14.0,2.0,2.0,0.0,0.0,10-11,09-10,60.1,63.5,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,1.0,4.11251186617755,4.1666652238017265,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,18/09/10,00:00,AS Saint-Étienne,Montpellier HSC,3.0,0.0,H,2.0,0.0,H,10.0,13.0,4.0,1.0,3.0,2.0,17.0,21.0,0.0,1.0,0.0,0.0,10-11,09-10,72.05,51.35,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,1.0,4.291144138196708,3.9579519373165457,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,18/09/10,00:00,Valenciennes FC,RC Lens,1.0,1.0,D,0.0,0.0,D,10.0,12.0,2.0,3.0,1.0,7.0,18.0,10.0,2.0,3.0,0.0,0.0,10-11,09-10,57.45,45.6,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.5,4.068171687918078,3.8416005411316,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,19/09/10,00:00,FC Girondins Bordeaux,Olympique Lyon,2.0,0.0,H,0.0,0.0,D,19.0,10.0,5.0,1.0,7.0,4.0,15.0,23.0,3.0,3.0,0.0,0.0,10-11,09-10,123.65,190.25,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,1.0,4.825509809969567,5.253581472706645,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,19/09/10,00:00,LOSC Lille,AJ Auxerre,1.0,0.0,H,0.0,0.0,D,11.0,8.0,1.0,2.0,6.0,3.0,13.0,15.0,2.0,2.0,0.0,0.0,10-11,09-10,127.4,66.15,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,1.0,4.855150391255861,4.206928922969246,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
F1,19/09/10,00:00,Paris Saint-Germain,Stade Rennais FC,0.0,0.0,D,0.0,0.0,D,11.0,10.0,2.0,2.0,5.0,0.0,19.0,15.0,0.0,1.0,0.0,0.0,10-11,09-10,100.2,108.95,0.05,0.35,0.8,0.5,0.05,0.35,0.8,0.5,0.5,4.617098756853365,4.70002571700077,4.3466916369540805,4.889950370108451,2.1458361312997103,4.3466916369540805,4.889950370108451,2.1458361312997103
